,title,price,link
22,"Apacs Dark Knight Series 1 | World's First 40LBS, 80g Ultra Strong Frame | 100% Japanese Graphite | Ultra high Tension Yet Super Light | Special Series Badminton Racket with Full Cover  ","3,899","https://amazon,in//Apacs-Japanese-Graphite-Tension-Badminton/dp/B0D3167JLW/ref=sr_1_78?crid=1GPSDEWYB7GHK&dib=eyJ2IjoiMSJ9.iJR2mnDH4j3eh3DysaudDVuU6StbPDPPw4qKHA5u0aII3nn_13QxNWqm3KukO3mds-ySvFMMjhzmF52gpEVG4Xwl_B4opSJoMQZClOz3S47RA2mED5IfTeN7row41VqmG3KTsGxCwyjhCzCy--mwUPW98vLMYSAnnpJ-hdUcwqa4w_0t5r52WKJfhVCcJQaqV6YEhBoqt9vRFEnc8J_HaDwyfZ1MoLrDunxN0jLt_SOiG_ORWYKet3Sv93SmN5XiSWwHsKuV9z9p2p_shYTMNTwkO17OineT2h0_YjD5a6Q.gVTrptoh-y1YxxevwD6fcobmFakFxrlsqx_TiBR3NY0&dib_tag=se&keywords=badminton+rackets&qid=1725102762&sprefix=badmin%2Caps%2C240&sr=8-78"
23,Jaspo Voyager Plus GX-01 Series High Tempered Steel Shaft Racket Badminton Set with 6 Nylon Shuttlecocks for Beginner/Intermediate for Training Practice (Green)  ,599,"https://amazon,in//sspa/click?ie=UTF8&spc=MToyNzcxNzM3MTkwMjM2OTA0OjE3MjUxMDI3NjI6c3BfYXRmX25leHQ6MjAxMzQwNTA0MTc5OTg6OjA6Og&url=%2FTempered-Badminton-Shuttlecocks-Beginner-Intermediate%2Fdp%2FB09GPJS3VR%2Fref%3Dsr_1_52_sspa%3Fcrid%3D1GPSDEWYB7GHK%26dib%3DeyJ2IjoiMSJ9.iJR2mnDH4j3eh3DysaudDVuU6StbPDPPw4qKHA5u0aII3nn_13QxNWqm3KukO3mds-ySvFMMjhzmF52gpEVG4Xwl_B4opSJoMQZClOz3S47RA2mED5IfTeN7row41VqmG3KTsGxCwyjhCzCy--mwUPW98vLMYSAnnpJ-hdUcwqa4w_0t5r52WKJfhVCcJQaqV6YEhBoqt9vRFEnc8J_HaDwyfZ1MoLrDunxN0jLt_SOiG_ORWYKet3Sv93SmN5XiSWwHsKuV9z9p2p_shYTMNTwkO17OineT2h0_YjD5a6Q.gVTrptoh-y1YxxevwD6fcobmFakFxrlsqx_TiBR3NY0%26dib_tag%3Dse%26keywords%3Dbadminton%2Brackets%26qid%3D1725102762%26sprefix%3Dbadmin%252Caps%252C240%26sr%3D8-52-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1"
24,Yonex ZR 100L M200I Aluminum Strung Badminton Racquet (Black) with Full Cover  ,"1,499","https://amazon,in//Yonex-ZR-Badminton-Racquet-Shuttlecock/dp/B07SNQSGCF/ref=sr_1_79?crid=1GPSDEWYB7GHK&dib=eyJ2IjoiMSJ9.iJR2mnDH4j3eh3DysaudDVuU6StbPDPPw4qKHA5u0aII3nn_13QxNWqm3KukO3mds-ySvFMMjhzmF52gpEVG4Xwl_B4opSJoMQZClOz3S47RA2mED5IfTeN7row41VqmG3KTsGxCwyjhCzCy--mwUPW98vLMYSAnnpJ-hdUcwqa4w_0t5r52WKJfhVCcJQaqV6YEhBoqt9vRFEnc8J_HaDwyfZ1MoLrDunxN0jLt_SOiG_ORWYKet3Sv93SmN5XiSWwHsKuV9z9p2p_shYTMNTwkO17OineT2h0_YjD5a6Q.gVTrptoh-y1YxxevwD6fcobmFakFxrlsqx_TiBR3NY0&dib_tag=se&keywords=badminton+rackets&qid=1725102762&sprefix=badmin%2Caps%2C240&sr=8-79"
25,"YONEX Astrox 100ZZ Graphite Unstrung Badminton Racquet, 4U-G5 (Kurenai) (Unisex-Adults)  ","15,490","https://amazon,in//YONEX-Graphite-Unstrung-Badminton-Racquet/dp/B09BD17PM2/ref=sr_1_80?crid=1GPSDEWYB7GHK&dib=eyJ2IjoiMSJ9.iJR2mnDH4j3eh3DysaudDVuU6StbPDPPw4qKHA5u0aII3nn_13QxNWqm3KukO3mds-ySvFMMjhzmF52gpEVG4Xwl_B4opSJoMQZClOz3S47RA2mED5IfTeN7row41VqmG3KTsGxCwyjhCzCy--mwUPW98vLMYSAnnpJ-hdUcwqa4w_0t5r52WKJfhVCcJQaqV6YEhBoqt9vRFEnc8J_HaDwyfZ1MoLrDunxN0jLt_SOiG_ORWYKet3Sv93SmN5XiSWwHsKuV9z9p2p_shYTMNTwkO17OineT2h0_YjD5a6Q.gVTrptoh-y1YxxevwD6fcobmFakFxrlsqx_TiBR3NY0&dib_tag=se&keywords=badminton+rackets&qid=1725102762&sprefix=badmin%2Caps%2C240&sr=8-80"
26,"Amazon Brand - Symactive Full Graphite High Performance Badminton Racquet - Intermediate, S5000 (with Cover)  ",899,"https://amazon,in//Amazon-Brand-Symactive-Performance-Intermediate/dp/B0B7NWGJ39/ref=sr_1_81?crid=1GPSDEWYB7GHK&dib=eyJ2IjoiMSJ9.iJR2mnDH4j3eh3DysaudDVuU6StbPDPPw4qKHA5u0aII3nn_13QxNWqm3KukO3mds-ySvFMMjhzmF52gpEVG4Xwl_B4opSJoMQZClOz3S47RA2mED5IfTeN7row41VqmG3KTsGxCwyjhCzCy--mwUPW98vLMYSAnnpJ-hdUcwqa4w_0t5r52WKJfhVCcJQaqV6YEhBoqt9vRFEnc8J_HaDwyfZ1MoLrDunxN0jLt_SOiG_ORWYKet3Sv93SmN5XiSWwHsKuV9z9p2p_shYTMNTwkO17OineT2h0_YjD5a6Q.gVTrptoh-y1YxxevwD6fcobmFakFxrlsqx_TiBR3NY0&dib_tag=se&keywords=badminton+rackets&qid=1725102762&sprefix=badmin%2Caps%2C240&sr=8-81"
27,"GILLX Badminton Rackets 2 Piece Wx 55 with 3 Nylon Shuttle Cocks for Adults & Kids, Yellow  ",269,"https://amazon,in//GILLX-Badminton-Rackets-Shuttle-Adults/dp/B0B8D4NXYH/ref=sr_1_82?crid=1GPSDEWYB7GHK&dib=eyJ2IjoiMSJ9.iJR2mnDH4j3eh3DysaudDVuU6StbPDPPw4qKHA5u0aII3nn_13QxNWqm3KukO3mds-ySvFMMjhzmF52gpEVG4Xwl_B4opSJoMQZClOz3S47RA2mED5IfTeN7row41VqmG3KTsGxCwyjhCzCy--mwUPW98vLMYSAnnpJ-hdUcwqa4w_0t5r52WKJfhVCcJQaqV6YEhBoqt9vRFEnc8J_HaDwyfZ1MoLrDunxN0jLt_SOiG_ORWYKet3Sv93SmN5XiSWwHsKuV9z9p2p_shYTMNTwkO17OineT2h0_YjD5a6Q.gVTrptoh-y1YxxevwD6fcobmFakFxrlsqx_TiBR3NY0&dib_tag=se&keywords=badminton+rackets&qid=1725102762&sprefix=badmin%2Caps%2C240&sr=8-82"
28,VICTOR Graphite Dx-1L-A-6U Drive X Series Strung Badminton Racket -White  ,"3,353","https://amazon,in//Victor-Graphite-Racket-Professional-Badminton/dp/B0BYNQKP86/ref=sr_1_83?crid=1GPSDEWYB7GHK&dib=eyJ2IjoiMSJ9.iJR2mnDH4j3eh3DysaudDVuU6StbPDPPw4qKHA5u0aII3nn_13QxNWqm3KukO3mds-ySvFMMjhzmF52gpEVG4Xwl_B4opSJoMQZClOz3S47RA2mED5IfTeN7row41VqmG3KTsGxCwyjhCzCy--mwUPW98vLMYSAnnpJ-hdUcwqa4w_0t5r52WKJfhVCcJQaqV6YEhBoqt9vRFEnc8J_HaDwyfZ1MoLrDunxN0jLt_SOiG_ORWYKet3Sv93SmN5XiSWwHsKuV9z9p2p_shYTMNTwkO17OineT2h0_YjD5a6Q.gVTrptoh-y1YxxevwD6fcobmFakFxrlsqx_TiBR3NY0&dib_tag=se&keywords=badminton+rackets&qid=1725102762&sprefix=badmin%2Caps%2C240&sr=8-83"
29,"Apacs Z Power 900 RP+ Super Lite (Unstrung, 75g Super Lightweight) Made in Vietnam | Head Heavy | Extra Slim Shaft | Japanese High Modulus Graphite Badminton Racket with Free Full Cover (White)  ","2,799","https://amazon,in//Apacs-Unstrung-Lightweight-Japanese-Badminton/dp/B0CJV73W77/ref=sr_1_84?crid=1GPSDEWYB7GHK&dib=eyJ2IjoiMSJ9.iJR2mnDH4j3eh3DysaudDVuU6StbPDPPw4qKHA5u0aII3nn_13QxNWqm3KukO3mds-ySvFMMjhzmF52gpEVG4Xwl_B4opSJoMQZClOz3S47RA2mED5IfTeN7row41VqmG3KTsGxCwyjhCzCy--mwUPW98vLMYSAnnpJ-hdUcwqa4w_0t5r52WKJfhVCcJQaqV6YEhBoqt9vRFEnc8J_HaDwyfZ1MoLrDunxN0jLt_SOiG_ORWYKet3Sv93SmN5XiSWwHsKuV9z9p2p_shYTMNTwkO17OineT2h0_YjD5a6Q.gVTrptoh-y1YxxevwD6fcobmFakFxrlsqx_TiBR3NY0&dib_tag=se&keywords=badminton+rackets&qid=1725102762&sprefix=badmin%2Caps%2C240&sr=8-84"
30,"HEAD Inferno 50 Badminton Racquet (Aluminium Frame, Steel Shaft)  ","1,163","https://amazon,in//sspa/click?ie=UTF8&spc=MToyNzcxNzM3MTkwMjM2OTA0OjE3MjUxMDI3NjI6c3BfYnRmOjIwMTQ1MjkxOTAyMzk4OjowOjo&url=%2FInferno-50-Graphite-Badminton-Racquets%2Fdp%2FB07QZQN2MW%2Fref%3Dsr_1_85_sspa%3Fcrid%3D1GPSDEWYB7GHK%26dib%3DeyJ2IjoiMSJ9.iJR2mnDH4j3eh3DysaudDVuU6StbPDPPw4qKHA5u0aII3nn_13QxNWqm3KukO3mds-ySvFMMjhzmF52gpEVG4Xwl_B4opSJoMQZClOz3S47RA2mED5IfTeN7row41VqmG3KTsGxCwyjhCzCy--mwUPW98vLMYSAnnpJ-hdUcwqa4w_0t5r52WKJfhVCcJQaqV6YEhBoqt9vRFEnc8J_HaDwyfZ1MoLrDunxN0jLt_SOiG_ORWYKet3Sv93SmN5XiSWwHsKuV9z9p2p_shYTMNTwkO17OineT2h0_YjD5a6Q.gVTrptoh-y1YxxevwD6fcobmFakFxrlsqx_TiBR3NY0%26dib_tag%3Dse%26keywords%3Dbadminton%2Brackets%26qid%3D1725102762%26sprefix%3Dbadmin%252Caps%252C240%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1"
31,Li-Ning Turbo 99 Carbon Fibre Racket with Free Full Cover (84 Grams. 30 lbs. )  ,"1,876","https://amazon,in//sspa/click?ie=UTF8&spc=MToyNzcxNzM3MTkwMjM2OTA0OjE3MjUxMDI3NjI6c3BfYnRmOjIwMDc0NjI4NzAyNzAyOjowOjo&url=%2FLi-Ning-Turbo-Strung-Carbon-Racket%2Fdp%2FB08VDR18WL%2Fref%3Dsr_1_86_sspa%3Fcrid%3D1GPSDEWYB7GHK%26dib%3DeyJ2IjoiMSJ9.iJR2mnDH4j3eh3DysaudDVuU6StbPDPPw4qKHA5u0aII3nn_13QxNWqm3KukO3mds-ySvFMMjhzmF52gpEVG4Xwl_B4opSJoMQZClOz3S47RA2mED5IfTeN7row41VqmG3KTsGxCwyjhCzCy--mwUPW98vLMYSAnnpJ-hdUcwqa4w_0t5r52WKJfhVCcJQaqV6YEhBoqt9vRFEnc8J_HaDwyfZ1MoLrDunxN0jLt_SOiG_ORWYKet3Sv93SmN5XiSWwHsKuV9z9p2p_shYTMNTwkO17OineT2h0_YjD5a6Q.gVTrptoh-y1YxxevwD6fcobmFakFxrlsqx_TiBR3NY0%26dib_tag%3Dse%26keywords%3Dbadminton%2Brackets%26qid%3D1725102762%26sprefix%3Dbadmin%252Caps%252C240%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1"
32,HUNDRED Viper 900 Carbon Fibre Strung Badminton Racket with Full Racket Cover  ,"1,469","https://amazon,in//sspa/click?ie=UTF8&spc=MToyNzcxNzM3MTkwMjM2OTA0OjE3MjUxMDI3NjI6c3BfYnRmOjIwMTIzMDYwOTQzMTk4OjowOjo&url=%2FHUNDRED-Badminton-Intermediate-Players-Maximum%2Fdp%2FB0BT2V8ZY5%2Fref%3Dsr_1_87_sspa%3Fcrid%3D1GPSDEWYB7GHK%26dib%3DeyJ2IjoiMSJ9.iJR2mnDH4j3eh3DysaudDVuU6StbPDPPw4qKHA5u0aII3nn_13QxNWqm3KukO3mds-ySvFMMjhzmF52gpEVG4Xwl_B4opSJoMQZClOz3S47RA2mED5IfTeN7row41VqmG3KTsGxCwyjhCzCy--mwUPW98vLMYSAnnpJ-hdUcwqa4w_0t5r52WKJfhVCcJQaqV6YEhBoqt9vRFEnc8J_HaDwyfZ1MoLrDunxN0jLt_SOiG_ORWYKet3Sv93SmN5XiSWwHsKuV9z9p2p_shYTMNTwkO17OineT2h0_YjD5a6Q.gVTrptoh-y1YxxevwD6fcobmFakFxrlsqx_TiBR3NY0%26dib_tag%3Dse%26keywords%3Dbadminton%2Brackets%26qid%3D1725102762%26sprefix%3Dbadmin%252Caps%252C240%26sr%3D8-87-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1"
33,lyzoo Double shaft aluminium badminton racquets light weight full size strung badminton  ,249,"https://amazon,in//sspa/click?ie=UTF8&spc=MToyNzcxNzM3MTkwMjM2OTA0OjE3MjUxMDI3NjI6c3BfYnRmOjMwMDI5NjAxMzU3MzAzMjo6MDo6&url=%2FDouble-aluminium-badminton-racquets-weight%2Fdp%2FB0CT357R6B%2Fref%3Dsr_1_88_sspa%3Fcrid%3D1GPSDEWYB7GHK%26dib%3DeyJ2IjoiMSJ9.iJR2mnDH4j3eh3DysaudDVuU6StbPDPPw4qKHA5u0aII3nn_13QxNWqm3KukO3mds-ySvFMMjhzmF52gpEVG4Xwl_B4opSJoMQZClOz3S47RA2mED5IfTeN7row41VqmG3KTsGxCwyjhCzCy--mwUPW98vLMYSAnnpJ-hdUcwqa4w_0t5r52WKJfhVCcJQaqV6YEhBoqt9vRFEnc8J_HaDwyfZ1MoLrDunxN0jLt_SOiG_ORWYKet3Sv93SmN5XiSWwHsKuV9z9p2p_shYTMNTwkO17OineT2h0_YjD5a6Q.gVTrptoh-y1YxxevwD6fcobmFakFxrlsqx_TiBR3NY0%26dib_tag%3Dse%26keywords%3Dbadminton%2Brackets%26qid%3D1725102762%26sprefix%3Dbadmin%252Caps%252C240%26sr%3D8-88-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1"
34,"Apacs Z-Ziggler (Unstrung, 38 LBS Max Tension) 6.4mm Slim Shaft | Made in Vietnam | 100% Japanese Graphite Badminton Racket with Free Full Cover | G2-4 1/8 inches (White)  ","2,250","https://amazon,in//Z-Ziggler-Tension-Graphite-Unstrung-Badminton/dp/B09BCK5K9N/ref=sr_1_53?crid=1GPSDEWYB7GHK&dib=eyJ2IjoiMSJ9.iJR2mnDH4j3eh3DysaudDVuU6StbPDPPw4qKHA5u0aII3nn_13QxNWqm3KukO3mds-ySvFMMjhzmF52gpEVG4Xwl_B4opSJoMQZClOz3S47RA2mED5IfTeN7row41VqmG3KTsGxCwyjhCzCy--mwUPW98vLMYSAnnpJ-hdUcwqa4w_0t5r52WKJfhVCcJQaqV6YEhBoqt9vRFEnc8J_HaDwyfZ1MoLrDunxN0jLt_SOiG_ORWYKet3Sv93SmN5XiSWwHsKuV9z9p2p_shYTMNTwkO17OineT2h0_YjD5a6Q.gVTrptoh-y1YxxevwD6fcobmFakFxrlsqx_TiBR3NY0&dib_tag=se&keywords=badminton+rackets&qid=1725102762&sprefix=badmin%2Caps%2C240&sr=8-53"
35,YONEX ZR 100 Light Aluminium Strung Badminton Racket with Full Racket Cover (Dark Charcoal) | For Beginners | 95 grams  ,529,"https://amazon,in//ZR100LIGHT-Aluminum-Badminton-Racquet-Charcoal/dp/B082VF15JF/ref=sr_1_54?crid=1GPSDEWYB7GHK&dib=eyJ2IjoiMSJ9.iJR2mnDH4j3eh3DysaudDVuU6StbPDPPw4qKHA5u0aII3nn_13QxNWqm3KukO3mds-ySvFMMjhzmF52gpEVG4Xwl_B4opSJoMQZClOz3S47RA2mED5IfTeN7row41VqmG3KTsGxCwyjhCzCy--mwUPW98vLMYSAnnpJ-hdUcwqa4w_0t5r52WKJfhVCcJQaqV6YEhBoqt9vRFEnc8J_HaDwyfZ1MoLrDunxN0jLt_SOiG_ORWYKet3Sv93SmN5XiSWwHsKuV9z9p2p_shYTMNTwkO17OineT2h0_YjD5a6Q.gVTrptoh-y1YxxevwD6fcobmFakFxrlsqx_TiBR3NY0&dib_tag=se&keywords=badminton+rackets&qid=1725102762&sprefix=badmin%2Caps%2C240&sr=8-54"
36,Apacs Asgardia Control (73 grams Ultra Lightweight) Made in Vietnam | Japanese Graphite Unstrung Badminton Racket with Full Cover | G2-4 1/8 inches (Orange)  ,"2,299","https://amazon,in//Asgardia-Control-Lightweight-Unstrung-Badminton/dp/B08QZSZ3ZW/ref=sr_1_55?crid=1GPSDEWYB7GHK&dib=eyJ2IjoiMSJ9.iJR2mnDH4j3eh3DysaudDVuU6StbPDPPw4qKHA5u0aII3nn_13QxNWqm3KukO3mds-ySvFMMjhzmF52gpEVG4Xwl_B4opSJoMQZClOz3S47RA2mED5IfTeN7row41VqmG3KTsGxCwyjhCzCy--mwUPW98vLMYSAnnpJ-hdUcwqa4w_0t5r52WKJfhVCcJQaqV6YEhBoqt9vRFEnc8J_HaDwyfZ1MoLrDunxN0jLt_SOiG_ORWYKet3Sv93SmN5XiSWwHsKuV9z9p2p_shYTMNTwkO17OineT2h0_YjD5a6Q.gVTrptoh-y1YxxevwD6fcobmFakFxrlsqx_TiBR3NY0&dib_tag=se&keywords=badminton+rackets&qid=1725102762&sprefix=badmin%2Caps%2C240&sr=8-55"
37,"Li-Ning 3D Calibar X Boost Carbon Graphite Strung Badminton Racquet, 83 Grams, 30 Lbs String Tension and Free Full cover(Red/Black)  ","4,290","https://amazon,in//Calibar-Carbon-Graphite-Racquet-Tension/dp/B097Y81768/ref=sr_1_57?crid=1GPSDEWYB7GHK&dib=eyJ2IjoiMSJ9.iJR2mnDH4j3eh3DysaudDVuU6StbPDPPw4qKHA5u0aII3nn_13QxNWqm3KukO3mds-ySvFMMjhzmF52gpEVG4Xwl_B4opSJoMQZClOz3S47RA2mED5IfTeN7row41VqmG3KTsGxCwyjhCzCy--mwUPW98vLMYSAnnpJ-hdUcwqa4w_0t5r52WKJfhVCcJQaqV6YEhBoqt9vRFEnc8J_HaDwyfZ1MoLrDunxN0jLt_SOiG_ORWYKet3Sv93SmN5XiSWwHsKuV9z9p2p_shYTMNTwkO17OineT2h0_YjD5a6Q.gVTrptoh-y1YxxevwD6fcobmFakFxrlsqx_TiBR3NY0&dib_tag=se&keywords=badminton+rackets&qid=1725102762&sprefix=badmin%2Caps%2C240&sr=8-57"
38,"YONEX ASTROX 100 GAME Strung Badminton Racket (Frame Material: Graphite, Color: Multicolor)  ","6,990","https://amazon,in//YONEX-ASTROX-Strung-Badminton-Racket/dp/B097ZJ1RYV/ref=sr_1_58?crid=1GPSDEWYB7GHK&dib=eyJ2IjoiMSJ9.iJR2mnDH4j3eh3DysaudDVuU6StbPDPPw4qKHA5u0aII3nn_13QxNWqm3KukO3mds-ySvFMMjhzmF52gpEVG4Xwl_B4opSJoMQZClOz3S47RA2mED5IfTeN7row41VqmG3KTsGxCwyjhCzCy--mwUPW98vLMYSAnnpJ-hdUcwqa4w_0t5r52WKJfhVCcJQaqV6YEhBoqt9vRFEnc8J_HaDwyfZ1MoLrDunxN0jLt_SOiG_ORWYKet3Sv93SmN5XiSWwHsKuV9z9p2p_shYTMNTwkO17OineT2h0_YjD5a6Q.gVTrptoh-y1YxxevwD6fcobmFakFxrlsqx_TiBR3NY0&dib_tag=se&keywords=badminton+rackets&qid=1725102762&sprefix=badmin%2Caps%2C240&sr=8-58"
